Age,Gender,Education_Level,Job Title,Divisions,Years of Experience,Rank,Salary,Salary_division
25,Female,Bachelor's,Data Analyst,Science and Analytics,2,Junior,90000,Moderate
45,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
25,Female,Bachelor's,Data Analyst,Science and Analytics,2,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
25,Female,Bachelor's,Data Analyst,Science and Analytics,2,Junior,90000,Moderate
46,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
25,Female,Bachelor's,Data Analyst,Science and Analytics,2,Junior,90000,Moderate
42,Male,PhD,Software Engineer Manager,Managerial,14,Mid-level,190000,High
25,Female,Bachelor's,Data Analyst,Science and Analytics,2,Junior,90000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
36,Male,Master's Degree,Back end Developer,Developer,9,Mid-level,150000,High
26,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
45,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
26,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
29,Male,Bachelor's Degree,Full Stack Engineer,Engineering,3,Junior,90000,Moderate
46,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
28,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
42,Male,PhD,Software Engineer Manager,Managerial,14,Mid-level,190000,High
28,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
36,Male,Master's Degree,Back end Developer,Developer,9,Mid-level,150000,High
29,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
45,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
29,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
29,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
46,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
29,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
42,Male,PhD,Software Engineer Manager,Managerial,14,Mid-level,190000,High
29,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
36,Male,Master's Degree,Back end Developer,Developer,9,Mid-level,150000,High
29,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
45,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
29,Female,Master's Degree,Back end Developer,Developer,3,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Master's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
46,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
29,Male,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
42,Male,PhD,Software Engineer Manager,Managerial,14,Mid-level,190000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
36,Male,Master's Degree,Back end Developer,Developer,9,Mid-level,150000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
45,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
46,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
42,Male,PhD,Software Engineer Manager,Managerial,14,Mid-level,190000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
36,Male,Master's Degree,Back end Developer,Developer,9,Mid-level,150000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
45,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
46,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
42,Male,PhD,Software Engineer Manager,Managerial,14,Mid-level,190000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
36,Male,Master's Degree,Back end Developer,Developer,9,Mid-level,150000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
45,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
46,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
29,Male,Bachelor's Degree,Full Stack Engineer,Engineering,4,Junior,90000,Moderate
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
40,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,18,Senior,195000,High
29,Male,Bachelor's Degree,Full Stack Engineer,Engineering,4,Junior,90000,Moderate
37,Male,Bachelor's Degree,Software Engineer Manager,Managerial,10,Mid-level,150000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
44,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
35,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
47,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
34,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
29,Female,Bachelor's Degree,Front end Developer,Developer,4,Junior,90000,Moderate
51,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
29,Female,Bachelor's Degree,Product Manager,Managerial,4,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
33,Female,Master's Degree,Data Analyst,Science and Analytics,6,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Female,Bachelor's Degree,Software Engineer,Engineering,5,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
32,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
32,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
32,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
32,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
32,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
32,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
32,Male,Bachelor's Degree,Operations Manager,Managerial,6,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Sales Manager,Managerial,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
28,Male,Master's Degree,Financial Analyst,Finance,4,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
28,Male,Master's Degree,Financial Analyst,Finance,4,Junior,90000,Moderate
37,Male,Master's Degree,Software Engineer Manager,Managerial,10,Mid-level,150000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,18,Senior,195000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
28,Male,Master's Degree,Financial Analyst,Finance,4,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,90000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Female,Bachelor's Degree,Senior Project Engineer,Engineering,6,Junior,89995,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
26,Male,Master's Degree,Full Stack Engineer,Engineering,4,Junior,89843,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
26,Male,Master's Degree,Full Stack Engineer,Engineering,3,Junior,88678,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
29,Male,Bachelor's Degree,Senior Project Engineer,Engineering,6,Junior,88552,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
29,Male,Bachelor's Degree,Senior Project Engineer,Engineering,6,Junior,88552,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
29,Male,Bachelor's Degree,Senior Project Engineer,Engineering,6,Junior,88552,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
29,Male,Bachelor's Degree,Senior Project Engineer,Engineering,6,Junior,88035,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
27,Male,Master's Degree,Back end Developer,Developer,5,Junior,87584,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
26,Male,Master's Degree,Full Stack Engineer,Engineering,4,Junior,85825,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
29,Female,Bachelor's Degree,Back end Developer,Developer,3,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
29,Female,Bachelor's Degree,Front end Developer,Developer,3,Junior,85000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,85000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,85000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,85000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,85000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,85000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
34,Male,Bachelor's Degree,Software Engineer,Engineering,6,Junior,85000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
31,Male,Bachelor's Degree,Software Developer,Developer,6,Junior,85000,Moderate
31,Male,Master's Degree,Software Engineer Manager,Managerial,8,Mid-level,130000,Moderate
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
43,Male,PhD,Senior Project Engineer,Engineering,15,Senior,180000,High
35,Female,Master's Degree,Full Stack Engineer,Engineering,8,Mid-level,140000,High
42,Male,Bachelor's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
44,Female,PhD,Senior Project Engineer,Engineering,16,Senior,190000,High
32,Male,Master's Degree,Back end Developer,Developer,7,Mid-level,120000,Moderate
48,Male,PhD,Software Engineer Manager,Managerial,18,Senior,200000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
34,Male,Master's Degree,Front end Developer,Developer,9,Mid-level,150000,High
37,Female,Bachelor's Degree,Software Engineer Manager,Managerial,11,Mid-level,170000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,19,Senior,210000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
41,Male,Master's Degree,Software Engineer Manager,Managerial,14,Mid-level,180000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
37,Male,Master's Degree,Software Engineer Manager,Managerial,10,Mid-level,150000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,18,Senior,195000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
